id,split,valence,arousal,dominance,text,clean_text,sentiment_score,sentiment_label,EMI,Manipulation_Level
SemEval_238,dev,3.1,2.9,3.2,UK characters boosting box office,uk characters boosting box office,0.34,Positive,0.404,Moderately Manipulative
SemEval_239,train,3.5,3.5,3.2,Cher items snapped up at auction,cher items snapped auction,0.0,Neutral,0.2,Non-Manipulative
SemEval_24,train,3.1,3.2,3.1,Hurricane Paul Weakens To Tropical Storm,hurricane paul weakens tropical storm,-0.3182,Negative,0.39092000000000005,Moderately Manipulative
SemEval_240,train,2.29,2.86,3.0,Griffiths scorns Withnail 'play',griffiths scorns withnail,0.0,Neutral,0.2,Non-Manipulative
SemEval_241,train,3.33,3.17,3.33,Lily Allen wins web music award,lily allen wins web music award,0.802,Positive,0.6812,Highly Manipulative
SemEval_242,train,2.89,2.67,3.11,Costner appeals in casino wrangle,costner appeals casino wrangle,0.0,Neutral,0.2,Non-Manipulative
SemEval_243,train,2.43,3.0,3.0,Beyonce copyright claim rejected,beyonce copyright claim rejected,-0.5106,Negative,0.50636,Moderately Manipulative
SemEval_244,train,3.0,2.82,3.0,Cohn gunman jailed for 36 years,cohn gunman jailed years,-0.4939,Negative,0.49634,Moderately Manipulative
SemEval_245,train,3.56,3.22,3.11,Melua's deep sea gig sets record,melua deep sea gig sets record,0.0,Neutral,0.2,Non-Manipulative
SemEval_246,train,2.0,3.5,2.33,Sri Lanka clashes kill 129 troops,sri lanka clashes kill troops,-0.6908,Negative,0.61448,Highly Manipulative
SemEval_247,train,2.0,3.44,2.78,Gunmen kill 11 in Iraq TV raid,gunmen kill iraq tv raid,-0.6908,Negative,0.61448,Highly Manipulative
SemEval_248,train,2.5,2.88,2.75,Italy drops Sicily bridge plans,italy drops sicily bridge plans,0.0,Neutral,0.2,Non-Manipulative
SemEval_25,train,3.0,3.12,3.0,UK announces immigration restrictions,uk announces immigration restrictions,0.0,Neutral,0.2,Non-Manipulative
SemEval_250,train,3.0,3.0,3.1,Pamuk wins Nobel Literature prize,pamuk wins nobel literature prize,0.7906,Positive,0.6743600000000001,Highly Manipulative
SemEval_251,train,3.1,3.0,3.2,Madonna adoption bid approved,madonna adoption bid approved,0.4215,Positive,0.4529,Moderately Manipulative
SemEval_252,train,2.6,3.2,3.0,Man admits UK-US terror bomb plot,man admits terror bomb plot,-0.6597,Negative,0.59582,Moderately Manipulative
SemEval_253,train,2.22,3.44,3.44,Who are you calling fat?,calling fat,0.0,Neutral,0.2,Non-Manipulative
SemEval_26,dev,3.86,3.57,3.29,Three found alive from missing Russian ship -report,three found alive missing russian ship,0.1027,Positive,0.26162,Non-Manipulative
SemEval_27,train,2.4,3.1,2.7,Poison Pill to Swallow: Hawks Hurting After Loss to Vikes,poison pill swallow hawks hurting loss vikes,-0.8176,Negative,0.69056,Highly Manipulative
SemEval_28,train,3.0,3.14,3.0,Injured Marathon Winner Leaves Hospital,injured marathon winner leaves hospital,0.2732,Positive,0.36392,Moderately Manipulative
SemEval_29,train,2.5,3.4,2.7,Hacker unlocks Apple music download protection,hacker unlocks apple music download protection,0.0,Neutral,0.2,Non-Manipulative
SemEval_3,dev,3.5,3.4,3.3,Nigeria hostage feared dead is freed,nigeria hostage feared dead freed,-0.7003,Negative,0.6201800000000001,Highly Manipulative
SemEval_30,train,2.5,3.0,3.17,Spanish journalist seized in Gaza,spanish journalist seized gaza,0.0,Neutral,0.2,Non-Manipulative
SemEval_31,train,2.9,3.1,3.2,Sudan urges UN to replace its special envoy,sudan urges un replace special envoy,0.4019,Positive,0.44114000000000003,Moderately Manipulative
SemEval_32,train,3.3,3.2,3.2,Resolution approved for international games,resolution approved international games,0.4215,Positive,0.4529,Moderately Manipulative
SemEval_33,test,3.22,3.22,3.11,Pair of Satellites Will Document Sun in 3-D,pair satellites document sun,0.0,Neutral,0.2,Non-Manipulative
SemEval_34,train,3.0,2.73,3.18,Martian Life Could Have Evaded Detection by Viking Landers,martian life could evaded detection viking landers,0.0,Neutral,0.2,Non-Manipulative
SemEval_35,train,3.7,3.3,2.9,The sweet tune of an anniversary,sweet tune anniversary,0.4588,Positive,0.47528000000000004,Moderately Manipulative
SemEval_36,train,3.0,2.8,2.8,Did Viking Probes Miss Life on Mars?,viking probes miss life mars,-0.1531,Negative,0.29186,Non-Manipulative
SemEval_37,test,2.7,3.2,2.9,Diplomat acknowledges US arrogance in Iraq,diplomat acknowledges us arrogance iraq,-0.5267,Negative,0.5160199999999999,Moderately Manipulative
SemEval_38,test,2.33,3.0,2.78,More Human Remains Found at Ground Zero,human remains found ground zero,0.0,Neutral,0.2,Non-Manipulative
SemEval_39,dev,2.67,3.0,2.89,How to Prevent Iraq From Getting Even Worse,prevent iraq getting even worse,-0.4588,Negative,0.47528000000000004,Moderately Manipulative
SemEval_4,dev,2.11,3.11,3.0,Bombers kill shoppers,bombers kill shoppers,-0.6908,Negative,0.61448,Highly Manipulative
SemEval_40,train,2.5,3.4,2.9,Tensions as Hungary marks uprising,tensions hungary marks uprising,-0.4019,Negative,0.44114000000000003,Moderately Manipulative
SemEval_41,train,2.7,3.1,3.2,Stanford study warns of Internet addiction,stanford study warns internet addiction,-0.1027,Negative,0.26162,Non-Manipulative
SemEval_42,train,3.0,2.78,2.89,No evidence of ice reserves on the moon,evidence ice reserves moon,0.0,Neutral,0.2,Non-Manipulative
SemEval_43,train,3.0,2.9,3.0,A Picture and A Thousand Words,picture thousand words,0.0,Neutral,0.2,Non-Manipulative
SemEval_44,train,2.36,2.91,2.82,Parachutist dies at bridge-jump festival,parachutist dies festival,0.4939,Positive,0.49634,Moderately Manipulative
SemEval_45,train,2.1,3.1,2.7,US Troops Killed In October In Iraq,us troops killed october iraq,-0.6705,Negative,0.6023,Highly Manipulative
SemEval_46,train,3.0,2.8,3.0,"Chefs not counting calories, study finds",chefs counting calories study finds,0.0,Neutral,0.2,Non-Manipulative
SemEval_47,train,2.2,3.3,2.9,Deaths linked to flu vaccine,deaths linked flu vaccine,-0.3818,Negative,0.42908,Moderately Manipulative
SemEval_48,train,2.8,3.2,2.7,Perfect lives lose their focus,perfect lives lose focus,0.25,Positive,0.35000000000000003,Moderately Manipulative
SemEval_49,train,2.6,2.9,2.7,Bread-Heavy Diet Linked to Kidney Cancer,diet linked kidney cancer,-0.6597,Negative,0.59582,Moderately Manipulative
SemEval_5,train,3.22,3.44,3.44,"Vegetables, not fruit, slow brain decline",vegetables fruit slow brain decline,0.0,Neutral,0.2,Non-Manipulative
SemEval_50,train,3.2,3.0,3.1,Beating poverty in a small way,beating poverty small way,-0.743,Negative,0.6458,Highly Manipulative
SemEval_500,train,3.6,2.9,3.1,Test to predict breast cancer relapse is approved,test predict breast cancer relapse approved,-0.3818,Negative,0.42908,Moderately Manipulative
SemEval_501,train,2.3,3.1,3.0,"Two Hussein allies are hanged, Iraqi official says",two hussein allies hanged iraqi official says,0.0,Neutral,0.2,Non-Manipulative
SemEval_502,train,2.9,3.1,3.0,Sights and sounds from CES,sights sounds ces,0.0,Neutral,0.2,Non-Manipulative
SemEval_503,train,3.1,3.2,2.9,Schuey sees Ferrari unveil new car,schuey sees ferrari unveil new car,0.0,Neutral,0.2,Non-Manipulative
SemEval_504,train,2.6,2.9,2.9,Closings and cancellations top advice on flu outbreak,closings cancellations top advice flu outbreak,-0.2023,Negative,0.32138,Moderately Manipulative
SemEval_505,train,2.38,3.38,2.87,Trucks swallowed in subway collapse,trucks swallowed subway collapse,-0.4939,Negative,0.49634,Moderately Manipulative
SemEval_506,train,3.14,3.29,3.0,Sarkozy letter surprises French cartoons hearing,sarkozy letter surprises french cartoons hearing,0.2263,Positive,0.33578,Moderately Manipulative
SemEval_507,train,2.89,2.78,3.0,"Building a memorial to a son, one child at a time",building memorial son one child time,0.0,Neutral,0.2,Non-Manipulative
SemEval_508,train,2.75,2.5,3.0,Lawmaker seeks iPod ban in crosswalks in New York,lawmaker seeks ipod ban crosswalks new york,-0.5574,Negative,0.53444,Moderately Manipulative
SemEval_509,train,2.5,3.1,3.0,Diabetic waits months for eyeglasses,diabetic waits months eyeglasses,0.0,Neutral,0.2,Non-Manipulative
SemEval_51,train,2.88,3.25,3.37,Israel insists on Lebanon overflights,israel insists lebanon overflights,0.0,Neutral,0.2,Non-Manipulative
SemEval_510,train,2.7,3.0,3.4,Sudan tells United Nations envoy to leave in 72 hours,sudan tells united nations envoy leave hours,0.3818,Positive,0.42908,Moderately Manipulative
SemEval_511,train,3.3,3.0,3.0,5000 years on but couple still hugging,years couple still hugging,0.4215,Positive,0.4529,Moderately Manipulative
SemEval_512,train,2.9,3.1,3.0,Defense to challenge Russert's credibility,defense challenge russert credibility,0.2023,Positive,0.32138,Moderately Manipulative
SemEval_513,train,3.1,2.7,3.0,"Ozzy, a Hero for the hard-rocking masses",ozzy hero masses,0.5574,Positive,0.53444,Moderately Manipulative
SemEval_514,train,2.88,3.25,3.0,CIA leak trial summary,cia leak trial summary,-0.34,Negative,0.404,Moderately Manipulative
SemEval_515,dev,3.4,3.0,3.1,Dance movie takes over No. 1,dance movie takes,0.0,Neutral,0.2,Non-Manipulative
SemEval_516,train,3.0,3.0,3.18,Asian nations urge Myanmar reform,asian nations urge myanmar reform,0.0,Neutral,0.2,Non-Manipulative
SemEval_517,train,3.2,3.1,3.2,"After Iraq trip, Clinton proposes war limits",iraq trip clinton proposes war limits,-0.5994,Negative,0.55964,Moderately Manipulative
SemEval_518,train,2.2,3.1,2.9,7 dead in apartment building fire,dead apartment building fire,-0.7717,Negative,0.6630200000000002,Highly Manipulative
SemEval_519,train,3.3,3.6,3.3,Male sweat boosts women's hormone levels,male sweat boosts women hormone levels,0.3182,Positive,0.39092000000000005,Moderately Manipulative
SemEval_52,test,2.7,3.2,3.2,Britain to restrict immigrants from new EU members,britain restrict immigrants new eu members,-0.3818,Negative,0.42908,Moderately Manipulative
SemEval_520,train,2.75,2.38,2.88,Carphone Warehouse's mixed signals,carphone warehouse mixed signals,0.0,Neutral,0.2,Non-Manipulative
SemEval_521,train,2.9,2.8,3.0,Democrats plot Bush troop increase censure,democrats plot bush troop increase censure,0.3182,Positive,0.39092000000000005,Moderately Manipulative
SemEval_522,test,2.44,2.89,3.33,Cisco sues Apple over iPhone name,cisco sues apple iphone name,0.0,Neutral,0.2,Non-Manipulative
SemEval_523,train,2.9,2.8,2.9,BB star Jackson denies Goody comments,bb star jackson denies goody comments,-0.4215,Negative,0.4529,Moderately Manipulative
SemEval_524,train,3.3,3.0,3.2,Inter Milan set Serie A win record,inter milan set serie win record,0.5859,Positive,0.55154,Moderately Manipulative
SemEval_525,train,3.1,3.1,3.2,US Airways boosts bid for Delta,us airways boosts bid delta,0.3182,Positive,0.39092000000000005,Moderately Manipulative
SemEval_526,train,3.5,3.2,3.3,Press sees hope in Mecca talks,press sees hope mecca talks,0.4404,Positive,0.46424000000000004,Moderately Manipulative
SemEval_527,train,2.7,3.0,2.8,Bears fan loses bet and changes name,bears fan loses bet changes name,0.0,Neutral,0.2,Non-Manipulative
SemEval_528,dev,2.5,3.17,3.33,Global National Major child porn ring bust,global national major child porn ring bust,0.0,Neutral,0.2,Non-Manipulative
SemEval_529,train,2.9,2.8,2.8,'Human hair' clue in hunt for airliner,hair clue hunt airliner,0.0,Neutral,0.2,Non-Manipulative
SemEval_53,train,2.9,3.0,2.9,Confusion Reigns In the Expanding Digital World,confusion reigns expanding digital world,-0.296,Negative,0.37760000000000005,Moderately Manipulative
SemEval_530,train,3.09,2.82,3.0,Johnny Depp to make movie of spy poisoning,johnny depp make movie spy poisoning,-0.5859,Negative,0.55154,Moderately Manipulative
SemEval_531,train,2.6,3.3,3.0,Really?: The claim: the pill can make you put on weight,really claim pill make put weight,0.0,Neutral,0.2,Non-Manipulative
SemEval_532,train,3.3,3.0,3.0,5 money makeovers,money makeovers,0.0,Neutral,0.2,Non-Manipulative
SemEval_533,train,3.0,3.09,3.09,TBS to pay $2M fine for ad campaign bomb scare,tbs pay fine ad campaign bomb scare,-0.7184,Negative,0.63104,Highly Manipulative
SemEval_534,test,3.2,3.1,3.1,"""Stomp the Yard"" has winning moves in its weekend debut",stomp yard winning moves weekend debut,0.5267,Positive,0.5160199999999999,Moderately Manipulative
SemEval_535,train,3.67,3.83,3.0,"Discovered boys bring shock, joy",discovered boys bring shock joy,0.296,Positive,0.37760000000000005,Moderately Manipulative
SemEval_536,dev,2.7,2.6,3.1,Bernhard set to leave Volkswagen,bernhard set leave volkswagen,-0.0516,Negative,0.23096000000000003,Non-Manipulative
SemEval_537,test,2.7,3.1,2.7,Pacers' Jackson misses gun hearing,pacers jackson misses gun hearing,-0.5106,Negative,0.50636,Moderately Manipulative
SemEval_538,train,3.3,3.1,3.0,Cases: when the simple solution is the right one,cases simple solution right one,0.3182,Positive,0.39092000000000005,Moderately Manipulative
SemEval_539,train,2.55,3.0,3.0,Two Muslim groups sue French newspaper International,two muslim groups sue french newspaper international,0.0,Neutral,0.2,Non-Manipulative
SemEval_54,train,3.5,3.7,3.1,Game on! London exhibition celebrates the history of video games,game london exhibition celebrates history video games,0.5719,Positive,0.54314,Moderately Manipulative
SemEval_540,dev,3.3,3.4,3.1,Golden Globes on their way,golden globes way,0.0,Neutral,0.2,Non-Manipulative
SemEval_541,train,2.6,3.2,3.0,"At New OZZFEST, Freedom Ain't Free",new ozzfest freedom ai free,0.8176,Positive,0.69056,Highly Manipulative
SemEval_542,train,3.0,3.17,3.33,Federer handed tough Aussie draw,federer handed tough aussie draw,-0.128,Negative,0.2768,Non-Manipulative
SemEval_543,train,3.1,3.0,2.8,Protesters end strike as Nepal PM concedes demands,protesters end strike nepal pm concedes demands,-0.34,Negative,0.404,Moderately Manipulative
SemEval_544,train,2.4,3.3,2.8,"Turner pays for Boston ""bombing""",turner pays boston bombing,0.0,Neutral,0.2,Non-Manipulative
SemEval_545,dev,2.6,3.2,3.0,Two detained in body parts mailing,two detained body parts mailing,-0.4019,Negative,0.44114000000000003,Moderately Manipulative
SemEval_546,train,3.0,2.57,3.14,Essay: about that mean streak of yours: psychiatry can do only so much,essay mean streak psychiatry much,0.0,Neutral,0.2,Non-Manipulative
SemEval_547,dev,2.5,3.2,2.7,Hussein's niece pleads for father's life,hussein niece pleads father life,0.0,Neutral,0.2,Non-Manipulative
SemEval_548,train,3.0,2.78,3.0,Sarkozy heads for clash in cartoons row,sarkozy heads clash cartoons row,0.0,Neutral,0.2,Non-Manipulative
SemEval_549,train,2.3,2.8,3.0,Global web of suspects in child-rape download,global web suspects download,-0.34,Negative,0.404,Moderately Manipulative
SemEval_55,dev,3.36,3.0,3.18,Making peace from victory over poverty,making peace victory poverty,0.0516,Positive,0.23096000000000003,Non-Manipulative
SemEval_550,train,3.2,3.1,3.1,Blake defeats Moya to retain title,blake defeats moya retain title,-0.3182,Negative,0.39092000000000005,Moderately Manipulative
SemEval_551,dev,2.4,2.8,3.2,"Storms kill, knock out power, cancel flights",storms kill knock power cancel flights,-0.7717,Negative,0.6630200000000002,Highly Manipulative
SemEval_552,test,2.2,2.8,2.7,Aquarium puts ailing beluga whale to sleep,aquarium puts ailing beluga whale sleep,0.0,Neutral,0.2,Non-Manipulative
SemEval_553,train,2.3,3.0,3.2,"Microsoft, Sony, we have a problem",microsoft sony problem,-0.4019,Negative,0.44114000000000003,Moderately Manipulative
SemEval_554,train,2.64,3.18,3.0,A police state? The issues,police state issues,0.0,Neutral,0.2,Non-Manipulative
SemEval_555,train,2.8,3.1,3.1,Move to ban iPods from crossing the street,move ban ipods crossing street,-0.5574,Negative,0.53444,Moderately Manipulative
SemEval_556,dev,3.4,3.2,3.2,India's Taj Mahal gets facelift,india taj mahal gets facelift,0.0,Neutral,0.2,Non-Manipulative
SemEval_557,train,3.0,2.8,3.1,Cheney to Congress: Can't run Iraq war by committee,cheney congress ca run iraq war committee,-0.5994,Negative,0.55964,Moderately Manipulative
SemEval_559,test,3.2,2.7,3.0,Fortune: Looking beyond the iPhone,fortune looking beyond iphone,0.0,Neutral,0.2,Non-Manipulative
SemEval_56,train,2.1,3.0,2.8,Marine killed in fighting west of Baghdad,marine killed fighting west baghdad,-0.7906,Negative,0.6743600000000001,Highly Manipulative
SemEval_560,train,2.9,3.3,3.0,Really?: The claim: the back seat of a car is the safest place to sit,really claim back seat car safest place sit,0.4019,Positive,0.44114000000000003,Moderately Manipulative
SemEval_561,train,2.7,2.8,3.0,Vaccine mandate upsets legislators,vaccine mandate upsets legislators,-0.3612,Negative,0.4167200000000001,Moderately Manipulative
SemEval_562,test,3.0,2.83,3.0,News analysis: Iranian boast is put to test,news analysis iranian boast put test,0.0,Neutral,0.2,Non-Manipulative
SemEval_564,train,3.3,3.3,3.2,Virtual 'American Idol' hits right notes,virtual idol hits right notes,0.0,Neutral,0.2,Non-Manipulative
SemEval_565,train,2.3,3.4,2.9,"Iraq car bombings kill 22 People, wound more than 60",iraq car bombings kill people wound,-0.6908,Negative,0.61448,Highly Manipulative
SemEval_566,train,3.4,3.3,3.1,'Stomp' steps to No. 1 at box office,steps box office,0.0,Neutral,0.2,Non-Manipulative
SemEval_567,train,3.4,3.2,3.2,Google executive acts as goodwill envoy,google executive acts goodwill envoy,0.0,Neutral,0.2,Non-Manipulative
SemEval_568,train,2.0,3.33,2.67,Filipino woman kidnapped in Nigeria,filipino woman kidnapped nigeria,0.0,Neutral,0.2,Non-Manipulative
SemEval_569,train,3.12,2.88,3.38,"Seahawks, Bears vie for shot at NFL title",seahawks bears vie shot nfl title,0.0,Neutral,0.2,Non-Manipulative
SemEval_57,train,3.1,3.2,3.2,Scientists create first cloaking device,scientists create first cloaking device,0.2732,Positive,0.36392,Moderately Manipulative
SemEval_570,train,2.89,3.0,3.11,Brown not buried as estate issues loom,brown buried estate issues loom,-0.2263,Negative,0.33578,Moderately Manipulative
SemEval_571,train,3.12,3.12,3.0,Will Rob Cohen Direct Third 'Mummy'?,rob cohen direct third,-0.5574,Negative,0.53444,Moderately Manipulative
SemEval_572,train,3.4,3.0,3.1,EU will urge China to go green,eu urge china go green,0.0,Neutral,0.2,Non-Manipulative
SemEval_573,train,3.2,2.9,3.1,17th-Century Remedy; 21st-Century Potency,remedy potency,0.0,Neutral,0.2,Non-Manipulative
SemEval_574,train,3.09,3.09,3.27,Forecasters expect toasty 2007,forecasters expect toasty,0.0,Neutral,0.2,Non-Manipulative
SemEval_575,train,3.2,3.0,2.9,'Sunshine' Goydos wins Sony open,goydos wins sony open,0.5719,Positive,0.54314,Moderately Manipulative
SemEval_576,train,2.0,3.2,2.7,Teacher charged with sex assault,teacher charged sex assault,-0.6808,Negative,0.60848,Highly Manipulative
SemEval_577,train,3.1,3.0,3.1,Merck: Gardasil may fight more strains,merck gardasil may fight strains,-0.5859,Negative,0.55154,Moderately Manipulative
SemEval_578,train,2.5,3.25,2.62,"Mountain glaciers melting faster, United Nations says",mountain glaciers melting faster united nations says,0.4215,Positive,0.4529,Moderately Manipulative
SemEval_579,train,2.5,2.7,2.7,Snow causes airport closures in Britain,snow causes airport closures britain,0.0,Neutral,0.2,Non-Manipulative
SemEval_58,test,3.22,3.44,3.11,Amateur rocket scientists reach for space,amateur rocket scientists reach space,0.0258,Neutral,0.21548,Non-Manipulative
SemEval_580,train,3.4,3.0,3.1,Bananaconda inventor is top poet of kids,bananaconda inventor top poet kids,0.2023,Positive,0.32138,Moderately Manipulative
SemEval_581,dev,2.5,3.3,3.1,Shareholders sue Apple,shareholders sue apple,0.0,Neutral,0.2,Non-Manipulative
SemEval_582,train,2.7,3.2,2.9,Israelis retaliate after attack by Lebanese Army,israelis retaliate attack lebanese army,-0.4767,Negative,0.48602,Moderately Manipulative
SemEval_583,train,2.4,3.1,3.0,Deadly bird flu confirmed in British Turkeys,deadly bird flu confirmed british turkeys,-0.3818,Negative,0.42908,Moderately Manipulative
SemEval_584,train,2.8,2.9,2.9,Too little sleep may mean too fat kids,little sleep may mean fat kids,0.0,Neutral,0.2,Non-Manipulative
SemEval_585,dev,1.8,3.5,2.4,Bathing mom awakes to find baby dead,bathing mom awakes find baby dead,-0.6486,Negative,0.58916,Moderately Manipulative
SemEval_586,train,3.1,2.7,2.8,Visitors to Eiffel Tower climb to record in 2006,visitors eiffel tower climb record,0.0,Neutral,0.2,Non-Manipulative
SemEval_587,train,3.6,3.2,3.2,"More sleep, healthier slimmer children",sleep healthier slimmer children,0.0,Neutral,0.2,Non-Manipulative
SemEval_588,train,3.0,3.2,2.9,Queen battles Bond for Baftas,queen battles bond baftas,-0.3818,Negative,0.42908,Moderately Manipulative
SemEval_589,train,2.25,3.25,3.25,"Walters on Trump: 'Poor, pathetic man'",walters trump pathetic man,-0.5719,Negative,0.54314,Moderately Manipulative
SemEval_59,train,2.6,2.9,3.0,Confusion Reigns In the Expanding Digital World,confusion reigns expanding digital world,-0.296,Negative,0.37760000000000005,Moderately Manipulative
SemEval_590,train,3.0,3.0,2.8,"Ice storm smacks roads, power",ice storm smacks roads power,0.0,Neutral,0.2,Non-Manipulative
SemEval_591,train,2.5,3.25,3.0,Iran says it will strike US interests if Attacked,iran says strike us interests attacked,-0.3612,Negative,0.4167200000000001,Moderately Manipulative
SemEval_592,train,3.1,3.1,3.1,Palestinian factions to resume talks,palestinian factions resume talks,0.0,Neutral,0.2,Non-Manipulative
SemEval_593,train,3.28,3.29,3.29,Study: men's sweat triggers high sexual arousal in women,study men sweat triggers high sexual arousal women,0.0,Neutral,0.2,Non-Manipulative
SemEval_595,test,2.5,3.17,2.83,Russia plans major military build-up,russia plans major military,0.0,Neutral,0.2,Non-Manipulative
SemEval_596,train,2.6,3.1,2.9,Archaeologists find remains of couple locked in a hug,archaeologists find remains couple locked hug,0.4767,Positive,0.48602,Moderately Manipulative
SemEval_597,train,3.12,3.12,3.12,Stenson defends his title at Dubai,stenson defends title dubai,0.0,Neutral,0.2,Non-Manipulative
SemEval_598,test,3.0,2.78,2.89,Taking the plunge,taking plunge,0.0,Neutral,0.2,Non-Manipulative
SemEval_599,train,3.0,3.1,2.7,Updates on world's top stories,updates world top stories,0.2023,Positive,0.32138,Moderately Manipulative
SemEval_6,train,3.3,2.8,3.1,PM: Havana deal a good experiment,pm havana deal good experiment,0.4404,Positive,0.46424000000000004,Moderately Manipulative
SemEval_60,test,2.1,2.9,2.6,Deaths linked to flu vaccine,deaths linked flu vaccine,-0.3818,Negative,0.42908,Moderately Manipulative
SemEval_600,train,2.88,2.88,3.38,Man rides stationary bike for 85 hours,man rides stationary bike hours,0.0,Neutral,0.2,Non-Manipulative
SemEval_601,train,2.5,3.0,2.9,Ice storm coating Midwest,ice storm coating midwest,0.0,Neutral,0.2,Non-Manipulative
SemEval_602,train,2.89,2.89,2.89,A Mistrial for Lieut. Watada,mistrial lieut watada,0.0,Neutral,0.2,Non-Manipulative
SemEval_604,train,3.0,2.7,3.1,ASEAN talks end on energy-security,asean talks end,0.0,Neutral,0.2,Non-Manipulative
SemEval_605,train,2.6,3.1,3.0,"Iraqi death toll exceeded 34,000 in 2006, United Nations says",iraqi death toll exceeded united nations says,-0.2732,Negative,0.36392,Moderately Manipulative
SemEval_606,test,2.8,3.1,3.3,Israel intensifies military flights over Lebanon,israel intensifies military flights lebanon,0.0,Neutral,0.2,Non-Manipulative
SemEval_607,test,3.4,3.3,3.3,New gadgets galore at tech show,new gadgets galore tech show,0.0,Neutral,0.2,Non-Manipulative
SemEval_608,train,1.9,3.0,2.5,Another death at Georgia Aquarium,another death georgia aquarium,-0.5994,Negative,0.55964,Moderately Manipulative
SemEval_609,train,2.88,3.25,3.0,US to urge Nato Afghan spring offensive,us urge nato afghan spring offensive,-0.4588,Negative,0.47528000000000004,Moderately Manipulative
SemEval_61,test,2.56,3.22,3.0,Israel admits using phosphorous shells in Lebanon,israel admits using phosphorous shells lebanon,0.296,Positive,0.37760000000000005,Moderately Manipulative
SemEval_610,train,2.7,3.2,2.8,UK letter bombs may be from extremist drivers,uk letter bombs may extremist drivers,0.0,Neutral,0.2,Non-Manipulative
SemEval_612,train,3.0,3.0,3.1,Federer overcomes a ragged start,federer overcomes ragged start,0.0,Neutral,0.2,Non-Manipulative
SemEval_613,train,2.8,3.4,3.2,Rowdy fans ejected from the Open,rowdy fans ejected open,0.0,Neutral,0.2,Non-Manipulative
SemEval_614,train,3.5,3.3,3.3,Terai protesters hail 'historic' victory over government,terai protesters hail victory government,-0.1531,Negative,0.29186,Non-Manipulative
SemEval_615,train,2.0,3.5,3.1,Anger at release of two held over beheading plot,anger release two held beheading plot,-0.5719,Negative,0.54314,Moderately Manipulative
SemEval_616,train,3.0,3.1,3.2,Bush adamant on troops to Iraq,bush adamant troops iraq,0.0,Neutral,0.2,Non-Manipulative
SemEval_617,train,3.0,2.9,2.8,Bebe Neuwirth gets to 'wiggle again',bebe neuwirth gets,0.0,Neutral,0.2,Non-Manipulative
SemEval_618,train,2.9,3.1,2.9,Beckham to L.A.: For the game not fame,beckham game fame,0.4404,Positive,0.46424000000000004,Moderately Manipulative
SemEval_619,train,3.0,3.09,3.18,Sleep more to fight childhood obesity,sleep fight childhood obesity,-0.3818,Negative,0.42908,Moderately Manipulative
SemEval_62,train,2.25,3.37,2.62,4th person dies after receiving flu shot,person dies receiving flu shot,-0.3818,Negative,0.42908,Moderately Manipulative
SemEval_620,train,2.2,2.9,3.0,Abbas rejects temporary state,abbas rejects temporary state,-0.4939,Negative,0.49634,Moderately Manipulative
SemEval_621,test,2.5,3.2,2.9,Investigation of child porn site hits 77 nations,investigation child porn site hits nations,0.0,Neutral,0.2,Non-Manipulative
SemEval_622,train,2.71,3.0,2.57,Sleuths close in on Odysseus home,sleuths close odysseus home,0.0,Neutral,0.2,Non-Manipulative
SemEval_623,dev,3.0,2.7,3.2,Variety: Johnny Depp to make movie of spy poisoning,variety johnny depp make movie spy poisoning,-0.5859,Negative,0.55154,Moderately Manipulative
SemEval_624,test,2.25,3.62,2.5,Ice storm cripples central U.S.,ice storm cripples central,0.0,Neutral,0.2,Non-Manipulative
SemEval_625,train,3.0,2.75,3.0,Park stars as United maintain lead,park stars united maintain lead,0.4215,Positive,0.4529,Moderately Manipulative
SemEval_626,train,3.44,3.33,3.11,Prehistoric Romeo and Juliet discovered,prehistoric romeo juliet discovered,0.0,Neutral,0.2,Non-Manipulative
SemEval_627,train,3.2,3.1,3.1,India's famous landmark gets facelift,india famous landmark gets facelift,0.0772,Positive,0.24632,Non-Manipulative
SemEval_628,train,3.0,2.5,2.88,Joseph Wambaugh's new start,joseph wambaugh new start,0.0,Neutral,0.2,Non-Manipulative
SemEval_629,train,1.8,3.1,2.4,Participant in water-drinking contest dies,participant contest dies,0.0,Neutral,0.2,Non-Manipulative
SemEval_63,train,2.8,3.1,3.1,Police and shoppers targeted in growing Iraq violence,police shoppers targeted growing iraq violence,-0.5267,Negative,0.5160199999999999,Moderately Manipulative
SemEval_630,train,2.9,3.1,3.3,Apple drops bombshell with iPhone,apple drops bombshell iphone,0.0,Neutral,0.2,Non-Manipulative
SemEval_632,train,3.1,3.1,3.1,"Shiite fighters arrested in crackdown, Iraq says",shiite fighters arrested crackdown iraq says,-0.5106,Negative,0.50636,Moderately Manipulative
SemEval_633,train,3.0,3.2,3.2,"Rio De Janeiro journal: drawing lines across the sand, between classes",rio de janeiro journal drawing lines across sand classes,0.0,Neutral,0.2,Non-Manipulative
SemEval_634,test,3.0,2.9,2.9,Models' health guidelines -- will they help?,models health guidelines help,0.4019,Positive,0.44114000000000003,Moderately Manipulative
SemEval_635,test,3.1,3.1,3.1,Stepping back in time at ski resort,stepping back time ski resort,0.0,Neutral,0.2,Non-Manipulative
SemEval_636,train,2.5,3.2,2.9,Test cricketer jailed over killing,test cricketer jailed killing,-0.8225,Negative,0.6935,Highly Manipulative
